 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
 euler angle in Bunge   39.00000       66.00000       27.00000    
 B           8000
   39.90283       66.80345       27.56691     1.0
  -38.08583       65.20190      -208.3060     1.0
   218.0858       65.20190       28.30599     1.0
   140.0972       66.80345      -207.5669     1.0
   40.77037       71.70081       25.09406     1.0
  -37.06529       60.32139      -206.6083     1.0
   217.0653       60.32139       26.60829     1.0
   139.2296       71.70081      -205.0941     1.0
   43.86617       82.16479       30.77501     1.0
  -32.70497       50.03387      -215.4930     1.0
   212.7050       50.03387       35.49303     1.0
   136.1338       82.16479      -210.7750     1.0
   36.27738       63.33540       24.12745     1.0
  -41.61116       68.71072      -201.9563     1.0
   221.6112       68.71072       21.95627     1.0
   143.7226       63.33540      -204.1274     1.0
   39.80461       64.97344       25.38438     1.0
  -38.20815       67.03068      -206.0338     1.0
   218.2082       67.03068       26.03382     1.0
   140.1954       64.97344      -205.3844     1.0
   33.28233       66.60107       21.98158     1.0
  -44.76169       65.61257      -197.3189     1.0
   224.7617       65.61257       17.31886     1.0
   146.7177       66.60107      -201.9816     1.0
   39.90136       66.02893       27.12884     1.0
  -38.09825       65.97633      -207.8622     1.0
   218.0983       65.97633       27.86219     1.0
   140.0986       66.02893      -207.1288     1.0
   34.06573       62.91711       31.81677     1.0
  -43.69792       69.23323      -207.8969     1.0
   223.6979       69.23323       27.89690     1.0
   145.9343       62.91711      -211.8168     1.0
   36.37083       67.38428       26.72250     1.0
  -41.68538       64.66151      -204.5609     1.0
   221.6854       64.66151       24.56092     1.0
   143.6292       67.38428      -206.7225     1.0
   37.56879       73.97055       29.69958     1.0
  -40.62129       58.04450      -208.4460     1.0
   220.6213       58.04450       28.44605     1.0
   142.4312       73.97055      -209.6996     1.0
   53.29486       60.15598       13.08945     1.0
  -26.06171       73.04341      -204.1491     1.0
   206.0617       73.04341       24.14912     1.0
   126.7051       60.15598      -193.0894     1.0
   37.80477       65.49789       27.31905     1.0
  -40.18585       66.51131      -206.3506     1.0
   220.1859       66.51131       26.35060     1.0
   142.1952       65.49789      -207.3191     1.0
   39.96578       67.17118       27.99393     1.0
  -38.01651       64.83498      -208.7869     1.0
   218.0165       64.83498       28.78690     1.0
   140.0342       67.17118      -207.9939     1.0
   44.35674       67.68410       23.82478     1.0
  -33.50950       64.50664      -208.2329     1.0
   213.5095       64.50664       28.23293     1.0
   135.6433       67.68410      -203.8248     1.0
   50.20305       62.23565       29.42378     1.0
  -28.49341       70.52767      -218.2329     1.0
   208.4934       70.52767       38.23286     1.0
   129.7970       62.23565      -209.4238     1.0
   40.64429       71.72114       34.03677     1.0
  -37.20245       60.29803      -215.4435     1.0
   217.2025       60.29803       35.44350     1.0
   139.3557       71.72114      -214.0368     1.0
   42.05559       67.07024       23.69981     1.0
  -35.89465       64.99130      -206.2051     1.0
   215.8947       64.99130       26.20509     1.0
   137.9444       67.07024      -203.6998     1.0
   36.68424       67.50232       24.70046     1.0
  -41.36980       64.53327      -202.7945     1.0
   221.3698       64.53327       22.79448     1.0
   143.3158       67.50232      -204.7005     1.0
   40.09813       76.41487       29.67712     1.0
  -37.70623       55.59435      -210.6662     1.0
   217.7062       55.59435       30.66621     1.0
   139.9019       76.41487      -209.6771     1.0
