 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
 euler angle in Bunge   55.00000       90.00000       45.00000    
 B           8000
   50.02658       87.56616       46.30894     1.0
  -59.97340       92.43385      -226.3089     1.0
   239.9734       92.43385       46.30894     1.0
   129.9734       87.56616      -226.3089     1.0
   51.15949       92.28990       49.47742     1.0
  -58.84048       87.71011      -229.4774     1.0
   238.8405       87.71011       49.47742     1.0
   128.8405       92.28990      -229.4774     1.0
   53.96468       87.83674       46.06026     1.0
  -56.03531       92.16326      -226.0603     1.0
   236.0353       92.16326       46.06026     1.0
   126.0353       87.83674      -226.0603     1.0
   42.70034       82.81388       31.58731     1.0
  -67.29965       97.18612      -211.5873     1.0
   247.2997       97.18612       31.58731     1.0
   137.2997       82.81388      -211.5873     1.0
   52.40374       90.59515       50.00676     1.0
  -57.59624       89.40485      -230.0068     1.0
   237.5963       89.40485       50.00676     1.0
   127.5963       90.59515      -230.0068     1.0
   53.16536       92.26250       42.97397     1.0
  -56.83461       87.73750      -222.9740     1.0
   236.8346       87.73750       42.97397     1.0
   126.8346       92.26250      -222.9740     1.0
   56.18541       86.89666       48.24052     1.0
  -53.81458       93.10334      -228.2405     1.0
   233.8146       93.10334       48.24052     1.0
   123.8146       86.89666      -228.2405     1.0
   59.51109       91.93134       39.96129     1.0
  -50.48891       88.06866      -219.9613     1.0
   230.4889       88.06866       39.96129     1.0
   120.4889       91.93134      -219.9613     1.0
   51.44622       93.39531       43.51340     1.0
  -58.55376       86.60469      -223.5134     1.0
   238.5538       86.60469       43.51340     1.0
   128.5538       93.39531      -223.5134     1.0
   59.15244       91.52149       42.95995     1.0
  -50.84753       88.47851      -222.9599     1.0
   230.8475       88.47851       42.95995     1.0
   120.8476       91.52149      -222.9599     1.0
   54.69362       91.32519       46.28178     1.0
  -55.30635       88.67481      -226.2818     1.0
   235.3064       88.67481       46.28178     1.0
   125.3064       91.32519      -226.2818     1.0
   54.81756       90.86556       46.39088     1.0
  -55.18242       89.13444      -226.3909     1.0
   235.1824       89.13444       46.39088     1.0
   125.1824       90.86556      -226.3909     1.0
   59.65919       81.23058       36.13570     1.0
  -50.34079       98.76942      -216.1357     1.0
   230.3408       98.76942       36.13570     1.0
   120.3408       81.23058      -216.1357     1.0
   54.17079       91.39474       45.21396     1.0
  -55.82919       88.60526      -225.2140     1.0
   235.8292       88.60526       45.21396     1.0
   125.8292       91.39474      -225.2140     1.0
   63.67170       97.22887       56.74864     1.0
