 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
 euler angle in Bunge   59.00000       37.00000       63.00000    
 B           8000
   58.99868       30.39017       61.06091     1.0
  -59.00095       43.60983      -241.0591     1.0
   239.0010       43.60983       61.05907     1.0
   121.0013       30.39017      -241.0609     1.0
   58.26471       37.20072       64.60098     1.0
  -59.74205       36.80387      -243.4211     1.0
   239.7421       36.80387       63.42111     1.0
   121.7353       37.20072      -244.6010     1.0
   58.48732       31.52985       48.23953     1.0
  -59.39702       42.47186      -227.5097     1.0
   239.3970       42.47186       47.50966     1.0
   121.5127       31.52985      -228.2395     1.0
   58.47982       36.84285       62.66560     1.0
  -59.51636       37.15941      -241.8378     1.0
   239.5164       37.15941       61.83777     1.0
   121.5202       36.84285      -242.6656     1.0
   66.33905       26.26447       60.61526     1.0
  -54.63789       48.00476      -250.1253     1.0
   234.6379       48.00476       70.12534     1.0
   113.6609       26.26447      -240.6153     1.0
   46.21179       38.61867       76.73621     1.0
  -72.32494       36.82839      -235.9449     1.0
   252.3250       36.82839       55.94492     1.0
   133.7882       38.61867      -256.7362     1.0
   53.17605       33.39660       72.89603     1.0
  -63.89922       40.84325      -244.3185     1.0
   243.8992       40.84325       64.31850     1.0
   126.8239       33.39660      -252.8960     1.0
   51.35394       37.42639       71.17706     1.0
  -66.70920       37.07019      -238.9271     1.0
   246.7092       37.07019       58.92709     1.0
   128.6461       37.42639      -251.1771     1.0
   67.92270       37.48817       59.79576     1.0
  -50.01534       37.18821      -254.0760     1.0
   230.0154       37.18821       74.07603     1.0
   112.0773       37.48817      -239.7958     1.0
   57.66696       38.38997       66.70013     1.0
  -60.42119       35.62593      -244.4999     1.0
   240.4212       35.62593       64.49992     1.0
   122.3330       38.38997      -246.7001     1.0
   67.63309       37.78981       50.85591     1.0
  -50.17815       36.85257      -244.7769     1.0
   230.1782       36.85257       64.77687     1.0
   112.3669       37.78981      -230.8559     1.0
   85.93295       40.03004       26.30920     1.0
  -32.24987       40.33518      -248.5839     1.0
   212.2499       40.33518       68.58386     1.0
   94.06705       40.03004      -206.3092     1.0
   68.68020       37.38448       52.63866     1.0
  -49.32469       37.40649      -248.0699     1.0
   229.3247       37.40649       68.06985     1.0
   111.3198       37.38448      -232.6387     1.0
   61.52888       40.94473       65.03473     1.0
  -55.96645       33.11967      -249.4868     1.0
   235.9665       33.11967       69.48682     1.0
   118.4711       40.94473      -245.0347     1.0
   61.84132       52.98381       59.53314     1.0
  -52.70679       21.16642      -247.1163     1.0
   232.7068       21.16642       67.11633     1.0
   118.1587       52.98381      -239.5331     1.0
   62.69529       44.83746       61.90269     1.0
