 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
 euler angle in Bunge   27.00000       58.00000       18.00000    
 B           8000
   27.15227       57.23849       18.54865     1.0
  -26.85022       58.76168      -198.7087     1.0
   206.8503       58.76168       18.70871     1.0
   152.8477       57.23849      -198.5486     1.0
   24.07348       62.58235       22.71024     1.0
  -30.23230       53.49186      -199.4374     1.0
   210.2323       53.49186       19.43741     1.0
   155.9265       62.58235      -202.7102     1.0
   21.10334       65.00982       19.04797     1.0
  -33.85180       51.30730      -192.2538     1.0
   213.8518       51.30730       12.25376     1.0
   158.8967       65.00982      -199.0480     1.0
   29.81206       55.88236       18.81908     1.0
  -24.31662       60.17683      -201.7325     1.0
   204.3166       60.17683       21.73246     1.0
   150.1879       55.88236      -198.8191     1.0
   21.66879       59.47453       16.03806     1.0
  -32.49146       56.75521      -190.3074     1.0
   212.4915       56.75521       10.30743     1.0
   158.3312       59.47453      -196.0381     1.0
   22.67477       63.55424       11.63113     1.0
  -31.87531       52.61122      -186.7370     1.0
   211.8753       52.61122       6.737030     1.0
   157.3252       63.55424      -191.6311     1.0
   16.73716       66.06090       22.68852     1.0
  -39.10957       50.91604      -190.7831     1.0
   219.1096       50.91604       10.78307     1.0
   163.2628       66.06090      -202.6885     1.0
   37.14517       51.10233       9.710075     1.0
  -18.34142       65.58774      -199.7224     1.0
   198.3414       65.58774       19.72240     1.0
   142.8548       51.10233      -189.7101     1.0
   36.01865       57.50830       20.08021     1.0
  -18.13779       59.11945      -209.5288     1.0
   198.1378       59.11945       29.52884     1.0
   143.9814       57.50830      -200.0802     1.0
   27.13406       57.77335       17.81651     1.0
  -26.86658       58.22680      -197.9583     1.0
   206.8666       58.22680       17.95825     1.0
   152.8659       57.77335      -197.8165     1.0
   27.87128       58.67820       18.13032     1.0
  -26.11578       57.32784      -199.0606     1.0
   206.1158       57.32784       19.06063     1.0
   152.1287       58.67820      -198.1303     1.0
   25.98962       59.23053       14.34935     1.0
  -28.03776       56.77769      -193.2638     1.0
   208.0378       56.77769       13.26377     1.0
   154.0104       59.23053      -194.3493     1.0
   27.47385       56.72863       19.52344     1.0
  -26.53909       59.27308      -200.0189     1.0
   206.5391       59.27308       20.01889     1.0
   152.5262       56.72863      -199.5234     1.0
   27.88597       57.48050       16.60892     1.0
  -26.12405       58.52559      -197.5426     1.0
   206.1241       58.52559       17.54259     1.0
   152.1140       57.48050      -196.6089     1.0
   25.60247       60.40884       22.41739     1.0
  -28.47269       55.60730      -200.8952     1.0
   208.4727       55.60730       20.89518     1.0
   154.3975       60.40884      -202.4174     1.0
   30.10511       56.13110       22.38146     1.0
  -24.02126       59.94145      -205.6061     1.0
   204.0213       59.94145       25.60610     1.0
   149.8949       56.13110      -202.3815     1.0
   19.98008       51.29042       13.56271     1.0
  -33.03809       65.04229      -186.6037     1.0
   213.0381       65.04229       6.603676     1.0
   160.0199       51.29042      -193.5627     1.0
   31.10365       54.24966       18.27480     1.0
  -23.22407       61.87191      -202.4572     1.0
   203.2241       61.87191       22.45721     1.0
   148.8964       54.24966      -198.2748     1.0
   18.09995       52.50899       31.01511     1.0
  -34.84721       64.03947      -202.1181     1.0
   214.8472       64.03947       22.11809     1.0
   161.9001       52.50899      -211.0151     1.0
   17.85181       45.29271       7.217834     1.0
  -33.85532       71.19978      -178.5358     1.0
   213.8553       71.19978      -1.464226     1.0
   162.1482       45.29271      -187.2178     1.0
   26.96394       57.94814       18.01002     1.0
  -27.03600       58.05186      -197.9718     1.0
   207.0360       58.05186       17.97182     1.0
   153.0361       57.94814      -198.0100     1.0
   31.68759       50.54764       14.46317     1.0
  -23.02665       65.59850      -199.0895     1.0
   203.0267       65.59850       19.08950     1.0
   148.3124       50.54764      -194.4632     1.0
   11.30470       50.52474       30.20950     1.0
  -40.10231       67.09415      -194.9045     1.0
   220.1023       67.09415       14.90450     1.0
   168.6953       50.52474      -210.2095     1.0
   26.76553       58.64881       18.33742     1.0
  -27.23779       57.35162      -198.0871     1.0
